age,monthly_income,loan_amount,repayment_period,credit_history,device_change_count,ip_change_count,accounts_per_phone,recent_applications,id_reuse_flag,income_age_ratio,loan_income_ratio,night_application,vpn_usage,failed_kyc_attempts,multiple_ids_flag,app_completion_seconds,same_day_multiple_apps,fraud
31,42049,97742,24,3,0,3,2,2,0,1356.4194,2.3245,0,0,0,0,1522,1,0
43,294965,120625,18,1,2,2,1,6,0,6859.6512,0.4089,0,0,1,0,3097,1,0
38,166017,30655,36,2,2,7,1,7,0,4368.8684,0.1846,1,1,4,0,2100,0,1
56,82734,404168,3,7,9,0,1,1,0,1477.3929,4.8851,1,0,1,0,2121,0,0
47,230962,430581,1,6,8,7,2,4,0,4914.0851,1.8643,0,0,1,0,667,0,0
25,8830,477514,1,5,9,1,1,5,0,353.2,54.0786,1,0,2,0,2681,0,0
37,201339,329300,6,4,0,2,4,0,0,5441.5946,1.6355,0,0,0,1,2645,0,1
49,163829,231305,36,4,1,7,1,4,0,3343.449,1.4119,0,0,2,0,1848,0,0
39,68867,122232,1,0,8,3,2,2,0,1765.8205,1.7749,0,0,4,0,1088,1,1
24,169838,188796,1,5,4,0,2,2,0,7076.5833,1.1116,1,0,0,0,1002,0,0
26,299563,278599,12,8,8,5,3,5,0,11521.6538,0.93,1,1,4,0,1287,0,1
62,283812,219818,3,7,5,7,1,0,0,4577.6129,0.7745,0,0,4,0,2648,0,0
18,29996,441889,24,9,9,3,2,4,1,1666.4444,14.7316,0,0,1,0,2544,1,1
46,139137,133046,1,0,9,2,3,4,0,3024.7174,0.9562,0,0,1,0,3211,0,0
25,277611,275823,6,5,2,0,1,4,0,11104.44,0.9936,0,0,1,0,2074,0,0
21,246452,193863,24,2,7,1,2,2,0,11735.8095,0.7866,0,0,1,0,2447,0,0
52,157079,28429,18,5,8,7,2,5,1,3020.75,0.181,0,0,0,0,1562,0,1
20,204151,281217,36,8,1,2,1,0,0,10207.55,1.3775,0,0,2,0,1079,0,0
62,295846,71207,36,5,8,7,1,9,0,4771.7097,0.2407,0,0,0,0,2182,1,0
57,99369,31365,1,7,3,3,3,0,0,1743.3158,0.3156,0,0,1,0,1967,0,0
24,80569,450144,1,5,7,0,1,1,0,3357.0417,5.5871,0,0,3,0,1528,0,0
44,39169,243975,24,5,4,2,1,3,0,890.2045,6.2288,0,0,4,0,299,0,0
18,21829,337597,18,6,5,6,4,9,0,1212.7222,15.4655,0,0,1,0,1731,0,1
44,9522,107657,12,9,3,5,1,8,0,216.4091,11.3061,0,0,1,0,1283,0,0
33,123576,8784,3,3,4,7,2,9,0,3744.7273,0.0711,0,0,4,0,445,1,1
55,166545,375673,12,7,0,2,3,7,0,3028.0909,2.2557,0,0,4,0,3542,0,0
24,274843,493178,6,3,2,3,3,9,0,11451.7917,1.7944,1,0,2,0,2911,0,0
61,73165,131229,24,6,3,3,3,1,0,1199.4262,1.7936,0,0,0,0,978,0,0
40,80692,233273,1,0,0,1,2,0,0,2017.3,2.8909,0,0,4,0,356,0,0
58,22441,252428,12,8,2,1,1,3,0,386.9138,11.2485,0,1,0,0,3499,0,0
28,35716,121913,3,9,3,2,2,4,0,1275.5714,3.4134,1,0,1,0,1480,0,0
59,67175,144363,6,8,8,3,4,1,0,1138.5593,2.1491,0,0,3,0,2586,0,1
50,11834,478678,36,6,2,6,3,9,0,236.68,40.4494,0,0,3,0,1704,0,1
53,266609,289298,12,7,2,7,1,5,0,5030.3585,1.0851,1,1,2,0,758,0,0
54,23179,258946,1,1,3,2,1,7,0,429.2407,11.1716,0,0,2,0,2255,0,0
58,293363,288794,3,9,8,6,3,4,0,5057.9828,0.9844,0,1,2,0,1941,0,1
34,108153,200813,1,9,8,7,4,3,0,3180.9706,1.8567,0,0,3,0,2463,0,1
52,151854,234420,1,6,0,4,4,6,0,2920.2692,1.5437,1,1,4,0,3473,0,1
22,258975,96830,6,0,7,5,1,4,0,11771.5909,0.3739,1,0,4,0,2759,0,1
49,79967,299345,3,2,9,3,2,7,0,1631.9796,3.7434,0,0,4,0,2622,0,0
20,14496,433695,18,5,0,6,3,6,0,724.8,29.9183,1,0,1,0,688,0,0
64,224939,73920,36,4,1,4,2,4,0,3514.6719,0.3286,0,0,0,1,448,0,1
52,175310,214869,1,4,9,6,1,7,0,3371.3462,1.2257,0,1,1,0,2176,1,1
31,51025,444459,3,8,4,4,3,0,1,1645.9677,8.7106,0,0,2,0,3558,0,1
48,265281,462811,1,5,5,3,4,7,0,5526.6875,1.7446,0,1,2,0,2066,0,1
48,270856,163806,12,2,1,1,4,2,0,5642.8333,0.6048,0,0,4,0,521,0,0
34,37664,220999,12,1,9,2,4,0,0,1107.7647,5.8676,0,0,1,0,1580,0,0
41,246871,82451,3,8,4,0,1,8,0,6021.2439,0.334,0,0,1,0,2274,0,0
40,148492,237889,36,9,2,0,4,5,0,3712.3,1.602,0,0,4,0,3253,0,0
35,272459,375313,6,3,6,5,3,7,0,7784.5429,1.3775,0,0,0,0,2910,0,0
31,230648,100978,18,4,0,6,3,9,0,7440.2581,0.4378,0,0,0,0,929,0,0
32,122862,43568,12,8,4,7,3,3,0,3839.4375,0.3546,0,0,1,0,3337,0,0
32,84030,249586,6,4,2,3,3,1,0,2625.9375,2.9702,0,0,1,0,1520,0,0
23,68910,157865,18,6,1,6,4,5,0,2996.087,2.2909,0,0,0,0,844,0,0
44,233360,315348,12,1,2,1,3,1,0,5303.6364,1.3513,0,0,3,0,2050,0,0
32,226965,440962,18,1,9,1,1,0,0,7092.6562,1.9429,1,0,3,1,1871,0,1
53,217360,426205,24,3,3,1,3,6,0,4101.1321,1.9608,0,0,2,0,605,0,0
25,46598,181537,1,7,1,0,4,6,0,1863.92,3.8958,0,0,1,0,697,0,0
32,31296,222913,3,1,1,4,4,5,1,978.0,7.1227,1,0,0,0,3417,0,1
20,154138,193455,12,9,2,5,2,1,0,7706.9,1.2551,0,0,4,0,685,0,0
64,164964,17767,12,6,1,6,3,4,1,2577.5625,0.1077,0,0,4,0,867,0,1
30,80577,301796,1,0,5,7,4,0,0,2685.9,3.7454,0,0,3,0,2504,0,0
58,210662,477948,12,8,1,0,2,1,0,3632.1034,2.2688,0,0,0,1,961,0,1
51,82173,85244,12,9,0,1,1,4,0,1611.2353,1.0374,0,0,3,0,883,0,0
41,69771,407599,24,5,7,0,3,4,0,1701.7317,5.842,1,0,3,0,2482,0,1
57,104074,465000,12,0,9,0,4,6,0,1825.8596,4.468,0,0,1,0,2478,1,1
49,162110,364877,12,9,3,5,4,4,0,3308.3673,2.2508,1,0,1,0,564,0,1
49,41622,323233,12,5,1,2,3,5,0,849.4286,7.7659,0,0,0,0,1174,0,0
47,145973,27440,6,4,3,3,2,1,0,3105.8085,0.188,0,0,2,0,696,1,0
30,87910,315587,12,4,1,6,3,4,0,2930.3333,3.5899,0,0,1,0,3149,0,0
18,185934,319469,1,4,4,4,1,7,0,10329.6667,1.7182,0,0,2,0,1171,0,0
51,168878,218838,24,3,6,6,1,0,0,3311.3333,1.2958,0,0,3,0,418,0,0
32,153731,227262,12,6,5,2,3,9,0,4804.0938,1.4783,0,0,3,0,3413,0,1
61,159525,56919,18,8,1,3,2,6,0,2615.1639,0.3568,1,1,0,0,3293,0,0
31,283456,148683,24,3,3,1,1,7,0,9143.7419,0.5245,0,0,0,0,1488,0,0
46,268580,195555,24,1,7,5,3,4,1,5838.6957,0.7281,0,0,3,0,1623,0,1
51,294713,416673,18,1,6,5,2,3,0,5778.6863,1.4138,0,0,2,0,1344,0,0
35,121787,404472,1,1,6,2,2,0,0,3479.6286,3.3211,1,0,2,0,2469,0,0
24,95485,449072,6,6,3,6,4,8,0,3978.5417,4.7031,1,0,3,0,909,0,1
46,182058,303677,36,3,0,3,1,1,1,3957.7826,1.668,0,0,4,0,1859,0,1
48,189249,362970,36,3,6,5,3,4,0,3942.6875,1.9179,0,0,4,0,2987,0,1
42,37646,99995,1,0,5,7,1,6,0,896.3333,2.6562,0,0,2,0,1245,0,0
55,81126,160353,6,3,7,7,2,7,0,1475.0182,1.9766,0,0,4,0,626,0,0
31,122922,330419,3,5,4,2,4,9,0,3965.2258,2.688,0,0,1,0,849,0,0
25,260217,395741,18,1,7,5,1,3,0,10408.68,1.5208,0,0,0,0,1170,0,0
44,73659,148525,24,3,9,0,3,9,0,1674.0682,2.0164,0,0,0,0,370,1,0
19,120341,400467,24,6,7,0,1,0,0,6333.7368,3.3278,1,0,4,0,470,0,0
34,9158,371888,24,8,8,2,2,6,0,269.3529,40.608,0,0,3,0,3254,0,0
54,79236,20507,18,1,0,6,4,9,0,1467.3333,0.2588,0,0,1,0,393,0,0
31,81067,211468,18,7,2,2,1,8,0,2615.0645,2.6086,0,0,4,0,3471,1,0
42,163810,218716,36,5,5,6,2,0,0,3900.2381,1.3352,0,0,3,0,981,0,0
47,14879,422122,36,7,3,4,2,0,0,316.5745,28.3703,0,0,3,0,100,0,1
46,141615,467401,36,1,7,1,4,6,0,3078.587,3.3005,0,0,2,0,1026,1,0
37,117284,493807,6,0,9,7,2,8,0,3169.8378,4.2104,0,0,1,0,1811,0,0
38,183996,276337,24,6,0,0,1,4,0,4842.0,1.5019,0,1,1,0,132,0,0
39,215190,490774,1,8,4,5,3,3,0,5517.6923,2.2807,0,0,2,0,806,0,0
52,48888,360336,6,8,3,2,4,5,0,940.1538,7.3706,0,0,3,0,2178,0,1
54,297420,239143,24,1,0,3,2,8,0,5507.7778,0.8041,0,0,3,0,800,0,0
33,9799,213521,18,3,9,5,1,1,0,296.9394,21.7901,0,0,4,0,3327,0,0
60,229842,327186,18,0,5,1,4,4,0,3830.7,1.4235,0,0,0,0,1530,0,0
34,95141,322660,18,6,9,3,2,3,0,2798.2647,3.3914,0,0,2,0,3462,0,0
33,298812,475381,24,1,2,5,1,2,0,9054.9091,1.5909,1,0,4,0,1791,0,0
19,140183,162764,36,3,4,1,2,4,1,7378.0526,1.1611,0,0,1,0,2327,0,1
21,208623,333634,18,1,5,3,1,6,0,9934.4286,1.5992,0,1,1,0,3314,0,0
38,21490,34512,3,0,3,7,2,2,0,565.5263,1.606,0,0,1,0,236,0,0
56,255138,142791,18,6,9,0,4,2,0,4556.0357,0.5597,0,0,0,0,1932,1,0
51,122219,187499,24,5,9,2,4,5,0,2396.451,1.5341,0,0,2,1,2467,0,1
47,49104,421865,36,1,5,6,4,4,0,1044.766,8.5913,0,0,0,0,2753,0,0
23,10316,13402,6,3,6,5,2,2,0,448.5217,1.2991,0,0,3,0,2572,0,0
34,43130,366024,18,2,1,2,2,0,0,1268.5294,8.4865,1,0,3,0,1318,0,0
56,297098,120764,36,2,6,4,4,9,1,5305.3214,0.4065,0,0,1,0,2544,0,1
42,150250,141288,36,2,6,5,4,1,0,3577.381,0.9404,0,0,2,1,199,0,1
22,187235,246739,12,3,1,2,3,2,0,8510.6818,1.3178,0,0,4,0,547,0,0
22,68165,32050,3,0,2,6,1,3,0,3098.4091,0.4702,0,0,3,0,3416,0,0
37,201511,96808,24,0,2,5,3,4,0,5446.2432,0.4804,0,0,4,0,661,0,1
33,240605,51093,18,6,0,7,1,9,0,7291.0606,0.2124,0,0,4,0,3459,1,0
58,71775,6050,12,4,0,0,2,8,0,1237.5,0.0843,0,0,3,0,3182,0,0
54,58149,309860,24,2,9,1,1,3,0,1076.8333,5.3287,0,0,4,0,757,0,0
57,95710,116455,6,8,5,1,1,8,0,1679.1228,1.2167,0,1,4,0,1561,0,0
26,97199,396654,3,4,8,2,2,4,0,3738.4231,4.0808,0,0,4,0,1369,1,1
22,170024,371830,36,9,8,3,2,2,0,7728.3636,2.1869,0,0,0,0,379,0,0
59,32326,48431,18,2,0,2,2,6,0,547.8983,1.4982,0,1,2,0,2741,0,0
19,36139,244445,6,8,6,5,4,7,0,1902.0526,6.764,0,0,1,0,1262,0,1
26,198175,279904,24,0,5,1,4,8,0,7622.1154,1.4124,0,0,0,0,191,1,0
60,196929,471830,12,8,3,6,1,8,0,3282.15,2.3959,0,0,4,0,659,1,0
53,17937,148545,24,4,2,7,2,5,0,338.434,8.2815,0,0,0,0,3128,0,0
39,263006,44815,24,5,8,5,4,8,0,6743.7436,0.1704,1,0,0,0,2307,0,0
39,297305,194532,3,1,9,4,2,2,0,7623.2051,0.6543,0,0,2,0,666,0,0
39,150807,403473,18,7,4,7,1,1,0,3866.8462,2.6754,0,0,2,0,2701,1,0
51,64919,88986,6,2,7,1,4,4,0,1272.9216,1.3707,1,1,4,0,3576,1,1
46,171730,26634,3,0,3,3,4,6,0,3733.2609,0.1551,0,0,0,0,733,0,0
55,296840,323547,12,6,3,3,3,6,0,5397.0909,1.09,0,1,2,0,1398,0,0
63,139845,47573,36,2,5,4,1,5,0,2219.7619,0.3402,0,0,2,0,3120,0,0
50,29956,422864,18,3,5,5,4,2,0,599.12,14.1162,0,0,0,0,1884,0,0
35,282963,224784,36,4,2,7,1,5,1,8084.6571,0.7944,0,1,2,0,2180,1,1
24,268672,443196,3,0,1,5,1,0,0,11194.6667,1.6496,1,1,3,0,911,0,0
18,91491,128099,12,8,8,5,2,2,0,5082.8333,1.4001,0,0,2,0,867,1,0
50,49588,273440,12,6,1,7,1,1,0,991.76,5.5142,0,0,4,1,1002,0,1
18,206657,454413,6,1,8,6,3,3,0,11480.9444,2.1989,0,0,4,0,3133,0,1
41,104152,285103,24,0,7,3,4,7,0,2540.2927,2.7374,0,0,1,0,1702,0,0
21,132872,15570,12,1,9,2,1,2,0,6327.2381,0.1172,0,0,1,1,2786,0,1
21,277263,298567,12,2,6,2,1,5,0,13203.0,1.0768,0,0,0,0,80,0,0
35,21167,81263,24,2,4,6,2,9,0,604.7714,3.8391,0,0,4,0,521,0,1
44,192575,412115,1,7,2,6,2,0,0,4376.7045,2.14,1,0,1,0,2457,0,0
60,115782,167857,12,4,1,7,3,3,0,1929.7,1.4498,1,1,0,0,873,0,0
49,135775,113446,18,8,7,6,1,4,0,2770.9184,0.8355,0,0,1,0,174,0,0
50,39889,194878,36,2,1,1,1,4,0,797.78,4.8855,0,0,2,0,430,0,0
45,231406,320107,36,5,7,7,1,0,0,5142.3556,1.3833,0,1,3,0,76,0,0
59,65262,499863,3,3,4,0,1,8,0,1106.1356,7.6593,0,0,1,0,2396,0,0
58,140753,472091,24,7,8,2,4,4,0,2426.7759,3.354,0,0,2,0,3462,0,0
53,85291,35341,24,0,3,7,1,8,0,1609.2642,0.4144,1,0,3,0,2149,0,0
23,71008,6597,24,3,7,2,1,6,0,3087.3043,0.0929,0,0,1,0,2091,0,0
33,252547,486864,18,6,6,5,4,4,0,7652.9394,1.9278,1,0,4,0,288,0,1
51,234489,496446,24,8,7,6,2,8,0,4597.8235,2.1171,1,1,3,0,2883,1,1
40,293056,404460,18,0,4,7,3,4,0,7326.4,1.3801,0,0,2,1,1215,0,1
59,273617,135868,36,7,1,5,1,9,0,4637.5763,0.4966,0,0,4,0,546,0,0
41,177370,108127,6,1,6,6,4,8,1,4326.0976,0.6096,0,0,2,0,2725,1,1
30,105956,76589,1,3,2,4,1,4,0,3531.8667,0.7228,0,0,1,0,198,0,0
35,199499,422744,24,3,9,2,2,0,0,5699.9714,2.119,1,0,2,0,208,0,0
30,198073,247992,36,7,9,6,4,6,1,6602.4333,1.252,0,0,0,0,2495,0,1
54,197796,412864,1,1,9,1,4,4,0,3662.8889,2.0873,0,0,2,0,1322,0,0
60,277976,347111,36,6,9,6,4,4,0,4632.9333,1.2487,0,0,2,0,1830,0,1
56,150780,132607,24,2,1,7,1,5,0,2692.5,0.8795,0,0,4,0,3400,0,0
59,196134,311613,18,8,2,7,2,5,0,3324.3051,1.5888,0,1,2,0,1370,0,0
34,16002,196984,36,4,3,5,3,6,0,470.6471,12.31,0,0,3,0,2032,1,1
32,37556,307637,3,7,9,7,4,7,0,1173.625,8.1914,0,0,2,0,3519,0,1
35,72963,466633,1,4,6,4,1,0,0,2084.6571,6.3955,0,0,1,0,314,0,0
40,226746,46785,1,0,9,2,3,9,0,5668.65,0.2063,0,1,0,0,1355,0,0
47,11563,254138,18,8,0,1,4,2,0,246.0213,21.9786,0,0,0,0,2990,0,0
51,215995,348161,1,9,5,7,1,5,0,4235.1961,1.6119,1,0,2,0,2211,0,0
21,272984,370915,6,6,5,4,3,0,0,12999.2381,1.3587,1,1,0,1,1073,0,1
20,20154,392170,18,3,7,0,3,4,0,1007.7,19.4587,0,0,4,0,108,0,1
24,29194,495593,1,6,1,5,4,4,0,1216.4167,16.9759,0,0,0,0,2405,1,0
35,201092,460777,1,4,1,1,1,9,0,5745.4857,2.2914,0,1,1,0,2449,0,0
59,182933,162941,1,9,0,7,3,8,0,3100.5593,0.8907,0,0,2,0,2419,1,0
24,158520,197166,18,8,2,2,2,1,0,6605.0,1.2438,1,0,0,0,1561,1,0
57,290672,232427,3,1,6,4,2,6,1,5099.5088,0.7996,0,0,1,0,2955,0,1
23,271496,31192,12,3,7,0,3,8,0,11804.1739,0.1149,0,1,0,0,3071,0,0
39,267328,201229,36,5,6,1,4,7,0,6854.5641,0.7527,0,1,1,0,2989,1,0
18,281463,490318,24,4,8,0,4,0,0,15636.8333,1.742,0,0,2,0,1583,0,0
21,125497,480699,36,0,7,1,4,0,0,5976.0476,3.8304,1,0,1,0,1940,0,0
63,156521,80941,1,8,7,2,3,1,0,2484.4603,0.5171,0,1,0,0,1634,0,0
60,15426,320688,36,8,1,1,4,0,1,257.1,20.7888,0,0,1,0,3365,0,1
46,274648,136475,12,2,0,2,4,7,0,5970.6087,0.4969,0,0,2,0,2792,0,0
38,194281,430307,12,3,5,7,2,6,0,5112.6579,2.2149,0,0,1,0,3435,0,0
43,121775,184582,1,3,6,1,1,5,0,2831.9767,1.5158,0,0,4,0,378,0,0
31,38368,482277,1,9,5,7,2,1,0,1237.6774,12.5698,0,0,0,0,594,0,0
26,247625,6017,24,7,6,6,3,8,0,9524.0385,0.0243,0,0,1,0,425,0,0
64,108841,171275,12,5,7,4,2,0,0,1700.6406,1.5736,0,0,4,0,2408,0,0
29,216293,188545,3,1,1,7,1,0,0,7458.3793,0.8717,0,0,4,0,957,0,0
59,261083,184195,12,3,0,1,2,1,0,4425.1356,0.7055,0,0,3,0,3134,0,0
23,13724,311404,3,0,9,1,4,6,0,596.6957,22.6905,0,0,1,0,3378,0,1
37,170882,46938,36,2,7,3,1,9,0,4618.4324,0.2747,0,0,3,0,2896,0,0
41,83872,190001,6,3,7,3,3,0,0,2045.6585,2.2654,0,1,4,0,1347,0,1
44,75333,86265,3,7,7,7,2,2,0,1712.1136,1.1451,0,0,2,0,2594,0,0
55,204915,488182,24,2,9,1,2,9,0,3725.7273,2.3824,1,0,1,0,278,0,0
25,234176,367264,18,4,6,3,4,7,0,9367.04,1.5683,1,1,3,0,2655,0,1
18,7596,169444,36,0,1,7,1,6,0,422.0,22.307,0,0,0,0,2859,0,0
41,284311,364872,1,3,3,2,4,7,0,6934.4146,1.2834,0,1,2,0,683,1,1
64,92844,185324,6,1,8,7,2,5,0,1450.6875,1.9961,0,1,3,0,3460,0,0
24,253139,277772,12,3,7,3,2,7,0,10547.4583,1.0973,1,0,1,0,1923,0,0
36,94751,386383,3,4,3,1,1,4,0,2631.9722,4.0779,0,0,0,0,2928,0,0
39,134817,144573,6,2,7,5,2,8,0,3456.8462,1.0724,1,0,2,0,2220,0,0
52,85520,119165,36,5,9,0,1,9,0,1644.6154,1.3934,0,0,4,0,2337,0,0
47,63326,424347,18,1,5,5,3,0,0,1347.3617,6.701,0,0,3,0,3055,0,1
46,82670,352246,3,4,8,5,2,6,0,1797.1739,4.2609,0,1,2,0,2856,0,0
39,146854,352504,24,3,0,5,1,5,0,3765.4872,2.4004,1,0,4,0,453,1,0
28,178074,120346,12,4,5,5,1,7,0,6359.7857,0.6758,0,0,1,0,1308,0,0
37,223259,331492,12,8,3,7,4,1,0,6034.027,1.4848,0,0,1,0,3056,0,0
46,29022,361492,3,5,2,0,2,0,0,630.913,12.4558,0,0,4,0,3507,0,0
58,89458,93862,18,6,4,1,4,0,0,1542.3793,1.0492,0,0,2,0,3277,0,0
59,153317,247393,1,7,9,7,1,1,0,2598.5932,1.6136,0,0,3,0,2017,0,0
51,88796,10402,1,8,7,1,3,4,0,1741.098,0.1171,1,0,1,0,1366,0,0
18,115704,92861,12,4,9,0,3,6,1,6428.0,0.8026,1,0,1,0,3033,1,1
48,227869,450172,36,7,5,6,2,8,0,4747.2708,1.9756,1,0,2,0,1157,0,0
47,34533,389265,36,1,0,6,3,3,0,734.7447,11.2723,1,0,1,0,355,0,0
35,237033,183992,18,9,5,4,2,8,0,6772.3714,0.7762,1,0,0,0,1187,1,0
34,154388,263084,12,8,6,7,2,2,0,4540.8235,1.704,0,0,4,0,2761,0,0
55,144771,108089,1,1,5,3,1,5,0,2632.2,0.7466,0,0,3,0,2810,0,0
31,215563,27000,12,4,2,4,1,8,0,6953.6452,0.1253,0,0,2,0,3010,0,0
40,132441,352939,3,5,8,2,1,0,0,3311.025,2.6649,0,0,0,0,710,1,0
42,105960,113885,36,3,9,5,4,3,0,2522.8571,1.0748,1,0,1,0,2778,0,0
32,63465,199534,36,7,9,6,1,4,0,1983.2812,3.144,0,0,1,0,1780,0,0
63,152745,460608,24,9,3,5,2,5,0,2424.5238,3.0155,0,0,0,0,2098,0,0
39,290539,269132,3,2,4,0,1,7,0,7449.7179,0.9263,1,1,1,0,3259,0,0
20,109162,206351,24,4,4,0,4,1,0,5458.1,1.8903,1,0,4,0,725,1,1
36,135704,320143,18,1,2,4,1,5,0,3769.5556,2.3591,0,0,1,0,2935,0,0
61,159779,463890,1,2,1,2,3,6,0,2619.3279,2.9033,1,0,3,0,2001,0,1
51,80937,241456,18,7,7,4,2,5,0,1587.0,2.9833,0,0,4,0,1921,0,0
52,134647,213690,18,4,6,2,3,3,0,2589.3654,1.587,0,0,2,0,3471,0,0
18,125650,447642,1,2,4,7,3,5,0,6980.5556,3.5626,0,0,4,0,3123,0,1
38,222804,453040,6,4,0,1,4,3,0,5863.2632,2.0334,0,0,2,0,1894,0,0
46,192488,114174,6,8,9,5,3,8,0,4184.5217,0.5931,0,0,2,1,953,0,1
23,144830,230982,12,2,0,1,1,0,1,6296.9565,1.5948,1,0,4,0,2570,0,1
54,72009,206471,6,9,7,0,2,8,0,1333.5,2.8673,0,0,3,0,2605,1,0
18,264188,61659,3,6,3,1,3,3,0,14677.1111,0.2334,0,0,1,0,3544,0,0
18,250340,432006,36,7,3,4,3,2,0,13907.7778,1.7257,0,1,4,0,986,0,1
44,37548,246776,24,4,8,2,2,4,0,853.3636,6.5723,1,0,2,1,1477,0,1
38,23371,96343,36,2,1,0,1,2,0,615.0263,4.1223,0,0,4,0,109,0,0
33,155716,416334,18,5,4,1,3,0,1,4718.6667,2.6737,0,0,2,0,905,0,1
61,229731,184097,36,2,5,0,2,7,0,3766.082,0.8014,0,0,2,0,1337,0,0
57,159946,385597,12,8,5,0,1,8,0,2806.0702,2.4108,1,0,0,0,580,0,0
43,19281,60938,18,1,9,2,1,5,0,448.3953,3.1605,1,0,3,0,2451,0,0
33,256060,6149,1,2,2,4,1,1,0,7759.3939,0.024,0,0,3,0,3360,0,0
45,105020,39079,36,6,9,5,4,5,0,2333.7778,0.3721,0,1,2,0,270,0,1
18,112508,134556,6,9,5,4,1,5,0,6250.4444,1.196,1,0,2,0,2648,1,0
53,71846,449690,1,7,9,3,1,5,1,1355.5849,6.2591,0,0,1,0,2158,0,1
27,296456,484943,12,4,9,4,2,9,0,10979.8519,1.6358,1,1,2,0,2416,0,1
60,271401,376460,24,4,4,7,4,8,0,4523.35,1.3871,0,0,2,0,1251,1,1
34,31558,311745,3,4,7,1,1,3,1,928.1765,9.8785,1,0,3,0,2555,0,1
40,48188,249965,6,3,3,7,3,1,0,1204.7,5.1873,0,0,2,0,1398,1,1
24,149084,306953,1,8,9,3,4,7,0,6211.8333,2.0589,0,1,1,0,1055,0,1
61,38236,152863,24,5,9,3,2,5,0,626.8197,3.9979,0,0,0,0,3227,0,0
24,50076,201415,36,7,2,3,4,9,0,2086.5,4.0222,0,0,0,0,436,0,0
61,168148,158720,6,7,5,3,3,0,0,2756.5246,0.9439,0,0,1,0,848,0,0
32,85337,425306,18,4,9,4,4,5,0,2666.7812,4.9838,0,0,2,0,1311,0,1
51,120827,353780,3,8,8,6,3,1,1,2369.1569,2.928,0,0,1,0,2903,0,1
63,79264,131366,36,1,7,3,1,3,0,1258.1587,1.6573,0,0,0,0,2871,0,0
62,284479,228557,24,7,9,1,1,1,0,4588.371,0.8034,1,0,3,1,97,0,1
21,258772,102477,6,2,7,1,4,3,0,12322.4762,0.396,0,0,2,0,1265,0,0
31,48773,18857,36,6,2,0,4,6,0,1573.3226,0.3866,0,1,2,0,2753,0,0
31,188230,388449,3,8,0,6,2,7,0,6071.9355,2.0637,0,0,4,0,1920,1,0
33,295714,194399,24,4,2,6,2,2,0,8961.0303,0.6574,0,0,2,0,424,0,0
24,92995,244588,18,7,2,7,3,0,0,3874.7917,2.6301,0,0,4,0,2730,0,0
49,45658,225458,18,3,5,1,1,9,0,931.7959,4.938,0,0,4,0,558,0,0
36,203579,250098,1,0,2,5,4,0,1,5654.9722,1.2285,0,0,3,0,1875,0,1
19,181660,175039,12,0,1,0,1,9,0,9561.0526,0.9636,1,0,4,0,1630,0,0
27,256953,316853,1,5,8,7,4,6,0,9516.7778,1.2331,1,0,4,0,939,0,1
34,73582,462164,3,7,5,1,3,0,0,2164.1765,6.2809,0,0,4,1,3081,0,1
54,197815,180933,1,9,4,3,1,2,0,3663.2407,0.9147,0,0,4,0,3358,0,0
29,148775,117839,24,1,2,2,2,4,0,5130.1724,0.7921,0,1,4,0,3071,1,0
23,54456,200790,6,3,6,7,3,4,0,2367.6522,3.6872,1,0,1,0,2445,0,0
39,60491,124307,24,2,6,3,1,3,0,1551.0513,2.055,0,0,4,0,747,0,0
49,275187,123850,1,8,3,4,3,7,0,5616.0612,0.4501,0,0,1,0,721,0,0
58,245003,21948,12,2,9,0,4,2,1,4224.1897,0.0896,0,0,1,0,2009,0,1
37,146248,296926,24,7,1,2,1,7,0,3952.6486,2.0303,1,0,1,0,3449,0,0
18,36174,182828,24,6,1,6,1,5,0,2009.6667,5.0541,0,0,2,0,2149,0,0
64,113177,345933,24,0,7,7,1,3,0,1768.3906,3.0566,0,0,1,0,2342,0,0
23,30909,106217,12,7,3,1,2,9,0,1343.8696,3.4364,0,0,2,0,202,1,0
36,49158,233103,24,8,6,3,3,2,0,1365.5,4.7419,0,0,1,0,1766,0,0
35,144438,200460,3,7,2,6,2,9,0,4126.8,1.3879,0,0,1,0,591,1,0
23,221197,478744,18,9,8,0,2,9,0,9617.2609,2.1643,0,0,1,0,2940,0,0
62,190409,461025,12,9,9,0,3,1,1,3071.1129,2.4212,0,0,3,0,2292,0,1
50,266484,139721,3,0,8,6,3,5,0,5329.68,0.5243,0,1,2,0,2509,0,0
40,248990,161074,12,6,6,7,1,0,0,6224.75,0.6469,0,1,2,0,3455,0,0
40,208114,35723,12,8,6,1,1,9,0,5202.85,0.1717,0,0,3,0,87,0,0
43,153530,75314,18,4,0,0,3,7,0,3570.4651,0.4905,0,1,4,0,770,0,0
30,92367,353456,6,1,9,7,1,4,0,3078.9,3.8266,1,0,1,0,2377,0,0
24,79319,202157,3,7,7,1,4,6,0,3304.9583,2.5487,0,0,0,0,3384,0,0
32,278314,213471,12,8,1,6,1,6,0,8697.3125,0.767,0,0,2,0,1847,0,0
61,124952,274953,36,6,7,7,3,9,0,2048.3934,2.2005,0,1,2,0,1333,0,1
44,85145,452385,12,4,1,1,2,5,0,1935.1136,5.3131,0,0,0,0,1453,0,0
43,267139,140374,1,7,0,3,3,4,0,6212.5349,0.5255,0,0,0,0,353,0,0
