age,monthly_income,loan_amount,repayment_period,interest_rate,employment_type,credit_history,past_default_flag,previous_loan_count,on_time_repayment_count,debt_to_income_ratio,payment_to_income_ratio,days_to_first_payment,partial_payments,missed_payments,defaulted
28,232391,109755,12,0.144,1,3,1,5,3,0.0394,0.045,42,0,10,0
62,253189,432017,12,0.2263,2,2,0,1,0,0.1422,0.1744,26,0,0,0
55,274305,196997,6,0.1751,1,5,1,7,5,0.1197,0.1407,30,2,6,1
56,36508,333047,18,0.1598,2,8,0,3,3,0.5068,0.5878,28,3,4,0
49,291527,448221,24,0.2234,1,7,0,0,0,0.0641,0.0784,12,1,22,0
20,242925,163190,6,0.252,0,4,0,9,9,0.112,0.1402,37,2,2,0
37,299404,354865,3,0.1145,0,2,1,4,2,0.3951,0.4403,52,3,1,1
21,26959,128943,6,0.2376,2,6,0,6,5,0.7972,0.9866,42,4,6,1
31,262524,351648,6,0.203,0,7,0,5,5,0.2232,0.2686,51,0,6,0
59,81783,331739,6,0.2532,2,8,0,7,6,0.6761,0.8472,12,0,6,0
45,87685,457670,1,0.1018,1,8,0,2,2,5.2195,5.7509,15,2,0,0
24,136507,389829,12,0.1632,1,2,1,2,0,0.238,0.2768,50,2,7,1
50,40019,466140,36,0.2118,2,4,0,2,1,0.3236,0.3921,14,2,17,0
39,148344,254064,12,0.126,1,7,0,2,0,0.1427,0.1607,57,1,5,0
62,60405,317721,1,0.2807,0,4,0,0,0,5.2598,6.7363,40,4,1,1
21,112348,354397,18,0.1176,1,0,0,1,1,0.1752,0.1959,16,3,12,0
45,62215,111972,18,0.1338,3,9,1,1,1,0.1,0.1134,26,1,2,1
62,84412,450907,36,0.1988,2,6,0,3,3,0.1484,0.1779,5,0,22,0
44,64077,14782,1,0.1311,3,2,0,1,1,0.2307,0.2609,7,1,0,0
34,160283,163622,3,0.2167,1,3,0,3,3,0.3403,0.414,25,1,2,0
25,296416,211640,3,0.2988,0,9,0,9,8,0.238,0.3091,55,0,0,0
56,29944,275006,3,0.1375,3,4,0,5,4,3.0613,3.4824,10,4,2,1
51,181330,58684,36,0.2081,0,8,0,6,4,0.009,0.0109,33,1,35,0
41,168240,103108,36,0.1431,1,1,0,8,7,0.017,0.0195,14,0,10,0
40,219151,93810,3,0.2645,0,3,0,5,5,0.1427,0.1804,49,4,2,0
46,272801,373814,36,0.2264,2,5,1,9,8,0.0381,0.0467,59,2,2,0
38,99762,440896,6,0.2415,1,6,1,9,7,0.7366,0.9145,28,4,1,1
34,138400,231228,24,0.2672,1,2,0,8,6,0.0696,0.0882,2,4,6,0
18,251607,305773,1,0.1563,2,5,0,5,5,1.2153,1.4052,56,0,1,1
19,95626,493291,1,0.1477,0,7,0,8,8,5.1585,5.9203,40,2,1,1
50,256369,94102,36,0.2832,2,5,0,0,0,0.0102,0.0131,41,4,22,0
36,192785,131255,18,0.2443,1,9,1,1,0,0.0378,0.0471,49,4,12,1
37,63734,353332,1,0.1324,0,7,0,7,5,5.5439,6.2777,6,0,1,1
24,254385,388836,18,0.162,3,5,0,0,0,0.0849,0.0987,7,0,16,0
63,54704,306953,3,0.1609,2,2,0,3,3,1.8704,2.1712,12,4,3,1
47,269371,148062,24,0.293,0,9,1,3,1,0.0229,0.0296,56,2,1,0
41,8216,356717,36,0.2093,0,4,0,7,6,1.206,1.4584,30,1,3,0
54,76665,262945,12,0.2229,0,6,0,0,0,0.2858,0.3495,56,1,11,0
38,38320,386434,1,0.2264,0,3,0,2,2,10.0844,12.3679,37,0,0,0
51,263824,24930,3,0.1455,0,9,0,1,0,0.0315,0.0361,12,0,2,0
63,14901,168765,12,0.2867,0,0,0,1,0,0.9438,1.2144,48,0,0,1
40,261984,8629,12,0.2366,2,3,0,9,9,0.0027,0.0034,16,1,3,0
37,147710,325701,12,0.2751,2,5,0,6,6,0.1838,0.2343,19,1,10,0
23,187024,306232,12,0.2761,0,5,1,7,7,0.1364,0.1741,32,3,3,1
25,216267,11256,12,0.1439,0,3,1,7,5,0.0043,0.005,56,3,7,1
56,23957,320615,36,0.2378,0,1,0,7,5,0.3717,0.4602,35,3,23,0
32,137827,243130,6,0.2735,1,3,0,5,5,0.294,0.3744,54,2,4,0
64,291649,466541,24,0.2734,0,8,1,7,7,0.0667,0.0849,28,2,8,0
25,221211,105905,12,0.1971,2,7,0,4,3,0.0399,0.0478,38,0,2,0
28,197992,333681,6,0.2826,0,3,1,7,7,0.2809,0.3603,59,4,6,1
48,101430,486782,6,0.1085,1,3,0,4,3,0.7999,0.8867,59,3,6,1
64,289354,233239,24,0.2685,0,0,1,3,2,0.0336,0.0426,57,4,17,1
43,294846,107288,3,0.2216,0,0,1,9,9,0.1213,0.1482,53,4,0,1
32,148039,499604,18,0.2876,0,8,0,1,0,0.1875,0.2414,50,0,3,0
18,101467,485786,36,0.2488,1,4,0,2,0,0.133,0.1661,40,2,29,0
31,228081,123859,24,0.1461,3,1,1,1,0,0.0226,0.0259,58,4,10,1
64,211697,148802,24,0.2091,0,3,0,6,6,0.0293,0.0354,6,3,5,0
49,202554,279525,3,0.1149,2,4,0,8,6,0.46,0.5128,8,3,2,0
42,170854,477045,6,0.259,0,9,0,8,6,0.4654,0.5859,31,4,2,0
55,289936,383259,6,0.2142,0,0,0,7,5,0.2203,0.2675,5,2,2,0
55,294213,471637,1,0.174,0,3,0,7,6,1.603,1.8819,13,3,0,0
61,110551,211492,3,0.119,1,1,0,2,1,0.6377,0.7136,6,0,2,0
59,49652,251855,1,0.2008,0,2,0,0,0,5.0724,6.0908,17,4,0,0
40,207098,383555,12,0.2897,2,8,1,2,2,0.1543,0.199,53,1,2,0
28,159783,339577,12,0.2928,2,4,0,1,1,0.1771,0.229,38,1,11,0
46,199869,419058,6,0.1292,0,1,1,2,0,0.3494,0.3946,44,4,3,1
25,178175,157643,3,0.1584,0,2,0,4,4,0.2949,0.3416,28,2,3,0
40,63938,66115,1,0.1002,3,9,0,6,6,1.034,1.1377,48,4,1,1
29,105172,416120,6,0.148,0,9,0,6,5,0.6594,0.757,28,1,5,0
23,87956,115338,36,0.2068,2,1,0,5,4,0.0364,0.044,13,0,18,0
24,203320,415084,6,0.1967,0,2,1,5,5,0.3403,0.4072,48,2,5,1
49,31969,50098,1,0.166,0,6,0,6,6,1.5671,1.8273,25,4,1,1
32,41217,230853,24,0.1502,0,6,1,1,0,0.2334,0.2684,53,1,20,1
57,290452,438994,6,0.173,0,2,0,0,0,0.2519,0.2955,7,3,5,0
52,83946,103537,24,0.1023,2,5,0,0,0,0.0514,0.0566,12,1,23,0
33,89441,28153,3,0.1048,0,8,0,8,6,0.1049,0.1159,11,2,2,0
54,58359,395538,3,0.2331,0,7,0,1,0,2.2592,2.7858,40,2,1,1
26,26236,32098,24,0.2257,1,2,1,6,5,0.051,0.0625,58,4,14,1
29,195400,3881,1,0.2777,1,6,0,7,6,0.0199,0.0254,39,1,1,0
54,111316,195655,12,0.2472,0,3,0,0,0,0.1465,0.1827,5,1,9,0
31,30792,319963,3,0.1223,2,0,0,6,4,3.4637,3.8873,29,4,1,1
41,293639,48635,36,0.2091,1,4,1,5,4,0.0046,0.0056,31,0,25,1
23,273238,319013,6,0.1055,3,1,0,3,1,0.1946,0.2151,14,1,2,0
35,98608,79243,36,0.1392,0,8,1,6,6,0.0223,0.0254,36,0,35,1
37,225463,209866,36,0.1038,2,9,0,9,8,0.0259,0.0285,58,0,1,0
46,180349,488172,3,0.2284,0,4,0,7,6,0.9023,1.1084,30,1,1,1
51,133510,284071,24,0.2917,0,5,1,5,3,0.0887,0.1145,56,0,18,1
29,52683,341768,3,0.2098,2,3,0,6,6,2.1624,2.616,56,4,1,1
19,294399,464230,36,0.2473,0,6,1,0,0,0.0438,0.0546,1,0,13,0
29,134218,166536,12,0.2529,0,2,1,5,3,0.1034,0.1295,59,0,1,0
36,6735,435642,36,0.2379,1,3,1,4,4,1.7968,2.2242,28,0,36,1
27,107252,58891,6,0.2003,1,5,0,7,7,0.0915,0.1098,4,4,2,0
44,20285,112262,24,0.2763,1,4,0,8,8,0.2306,0.2943,1,2,19,0
37,52442,3710,12,0.1042,0,6,1,3,1,0.0059,0.0065,16,3,10,1
52,132452,53625,24,0.2559,1,4,0,6,6,0.0169,0.0212,14,4,17,0
35,165616,400950,3,0.2134,2,6,0,7,5,0.807,0.9792,58,3,2,1
56,125819,374842,3,0.19,1,4,0,2,1,0.9931,1.1817,32,2,2,1
34,190844,398655,6,0.2143,0,5,0,5,5,0.3482,0.4228,42,2,4,0
42,211080,309726,18,0.2366,0,7,0,5,4,0.0815,0.1008,10,1,7,0
37,66146,203082,24,0.2994,1,4,0,8,7,0.1279,0.1662,40,4,0,0
41,112017,305744,6,0.2469,2,3,0,1,0,0.4549,0.5672,30,2,3,0
43,157881,469862,36,0.1738,2,5,0,9,8,0.0827,0.097,8,3,19,0
61,185366,296977,3,0.2569,1,0,0,3,3,0.534,0.6712,44,3,1,1
56,270162,85168,36,0.1641,2,1,0,5,4,0.0088,0.0102,17,3,24,0
42,294054,461920,36,0.1316,2,5,0,0,0,0.0436,0.0494,58,0,17,0
24,48310,124427,6,0.1673,0,3,0,0,0,0.4293,0.5011,29,4,0,0
34,165816,5775,18,0.1863,0,2,0,4,3,0.0019,0.0023,51,4,10,0
45,23577,42502,18,0.1714,3,8,1,0,0,0.1001,0.1173,15,3,11,1
55,142419,210655,1,0.2105,0,1,0,1,1,1.4791,1.7905,18,1,1,1
58,20828,386637,18,0.253,1,9,1,8,7,1.0313,1.2923,13,3,0,1
37,202654,452956,1,0.2889,0,2,0,0,0,2.2351,2.8808,35,3,1,1
51,230880,379771,12,0.2189,0,8,0,3,3,0.1371,0.1671,27,0,1,0
55,29999,225410,36,0.1299,2,4,0,8,6,0.2087,0.2358,39,3,22,0
28,36523,60574,6,0.2747,0,9,1,9,8,0.2764,0.3524,31,2,5,1
47,210012,286410,12,0.2617,2,1,1,7,7,0.1136,0.1434,5,0,7,0
20,99102,231115,36,0.2213,0,8,0,6,6,0.0648,0.0791,4,2,6,0
32,118873,230654,12,0.1697,3,3,0,7,6,0.1617,0.1891,19,3,11,1
32,147160,4857,18,0.2118,1,8,0,3,1,0.0018,0.0022,3,1,7,0
20,258433,310067,12,0.1155,1,8,0,2,0,0.1,0.1115,15,2,4,0
28,106852,177039,6,0.212,0,3,1,9,9,0.2761,0.3347,48,3,3,1
52,103572,408966,12,0.1874,0,8,1,7,5,0.3291,0.3907,34,4,9,1
39,52993,71332,12,0.1125,3,0,0,3,1,0.1122,0.1248,39,3,4,1
35,234935,433640,18,0.1087,1,5,0,5,5,0.1025,0.1137,45,0,15,0
62,92145,109591,36,0.2787,1,4,0,9,9,0.033,0.0422,38,2,20,0
56,16440,130407,12,0.2369,0,0,1,8,8,0.661,0.8176,2,3,1,1
36,6280,476177,6,0.2685,1,8,0,6,6,12.6374,16.0304,6,2,0,0
63,73110,333784,18,0.174,0,9,1,9,8,0.2536,0.2978,13,2,10,1
57,215160,61185,1,0.1518,2,9,0,1,0,0.2844,0.3275,15,0,1,0
34,209861,293810,6,0.2644,0,9,1,8,8,0.2333,0.295,53,4,5,1
64,42223,375506,36,0.2958,3,3,0,1,0,0.247,0.3201,26,3,18,1
18,160929,323347,6,0.2789,0,6,0,8,7,0.3349,0.4283,19,4,2,0
52,284022,353895,6,0.2502,1,3,0,6,5,0.2077,0.2596,41,2,1,0
42,230368,3828,36,0.1625,1,9,0,9,7,0.0005,0.0005,21,1,5,0
26,125871,221120,6,0.224,1,4,0,1,0,0.2928,0.3584,34,4,1,0
31,234903,235774,12,0.206,0,5,0,1,1,0.0836,0.1009,50,3,5,0
32,41109,303592,18,0.1177,0,5,1,6,6,0.4103,0.4586,55,1,16,1
36,111850,41609,6,0.2674,2,7,0,3,2,0.062,0.0786,43,2,5,0
58,282239,389285,3,0.1357,0,0,0,2,2,0.4598,0.5222,15,3,2,1
64,74502,66351,1,0.1925,0,8,1,5,5,0.8906,1.0621,40,0,0,1
41,257827,19070,18,0.1359,0,4,0,0,0,0.0041,0.0047,15,2,15,0
60,276699,246373,18,0.1202,0,4,1,0,0,0.0495,0.0554,17,1,18,0
49,93151,127837,6,0.2992,3,2,0,5,3,0.2287,0.2972,41,3,4,1
33,296436,358190,12,0.284,0,9,0,5,3,0.1007,0.1293,46,0,9,0
28,168599,185100,6,0.2188,2,7,1,1,0,0.183,0.223,49,1,0,1
28,250883,414604,18,0.2961,3,0,0,0,0,0.0918,0.119,20,2,18,1
40,92731,390075,36,0.2791,0,9,1,1,0,0.1168,0.1495,26,3,31,1
57,109371,101930,18,0.1989,0,1,1,8,6,0.0518,0.0621,54,4,11,1
60,44703,194593,18,0.1825,0,5,1,6,4,0.2418,0.286,13,1,12,0
37,18316,142324,12,0.2019,0,0,0,4,3,0.6475,0.7783,26,0,5,0
56,189130,372774,18,0.258,1,7,0,8,7,0.1095,0.1377,23,4,16,0
20,160684,307092,12,0.2663,0,3,0,6,6,0.1593,0.2017,17,2,4,0
55,292809,32500,1,0.1877,2,2,0,6,4,0.111,0.1318,12,2,0,0
35,35759,361564,1,0.1912,0,6,0,1,1,10.1111,12.0443,37,2,1,1
57,95336,137721,1,0.2568,0,1,0,4,3,1.4446,1.8155,36,0,1,1
41,76976,302601,6,0.271,1,0,0,0,0,0.6552,0.8327,1,0,3,0
37,132916,87994,24,0.2689,2,5,0,3,2,0.0276,0.035,12,0,6,0
31,57068,174246,36,0.2467,0,7,0,2,0,0.0848,0.1057,23,1,17,0
38,151599,271126,12,0.1694,0,5,0,2,2,0.149,0.1743,10,3,7,0
38,93449,404240,36,0.2442,0,9,0,7,5,0.1202,0.1495,34,2,30,0
28,120434,182146,18,0.1347,2,0,0,8,8,0.084,0.0953,23,0,13,0
62,214985,247746,36,0.2105,2,0,0,2,2,0.032,0.0387,54,0,20,0
52,75878,228978,1,0.1018,1,8,0,9,8,3.0177,3.3249,17,2,0,0
63,55761,284946,1,0.1426,2,9,0,3,1,5.1101,5.8391,10,2,1,1
53,160542,241943,6,0.2375,1,7,1,9,9,0.2512,0.3108,20,1,2,1
61,116276,66493,1,0.1101,2,6,0,9,8,0.5719,0.6348,22,0,1,1
26,142374,474695,18,0.1703,0,1,0,1,1,0.1852,0.2168,1,3,11,0
19,131956,34693,36,0.2295,1,6,0,1,1,0.0073,0.009,46,1,3,0
36,67054,278824,6,0.1928,3,5,0,0,0,0.693,0.8266,46,0,6,1
51,289964,474215,18,0.1477,2,2,0,1,1,0.0909,0.1043,59,2,15,0
26,276455,177604,3,0.1393,2,7,0,2,1,0.2141,0.244,33,0,1,0
36,76018,411923,24,0.2212,2,9,0,4,2,0.2258,0.2757,7,3,18,0
34,23740,139145,24,0.2933,1,6,0,2,0,0.2442,0.3158,4,1,13,0
62,97186,31168,6,0.2965,0,4,1,3,1,0.0535,0.0693,44,4,4,1
35,283122,19947,3,0.2344,1,7,1,8,8,0.0235,0.029,36,2,3,1
54,87515,158165,12,0.2432,2,8,0,1,0,0.1506,0.1872,31,3,9,0
36,85919,42059,36,0.1349,2,0,0,5,5,0.0136,0.0154,53,0,17,0
54,264333,269553,3,0.2745,2,4,0,3,2,0.3399,0.4332,27,0,1,0
44,40938,389887,18,0.1386,0,9,1,0,0,0.5291,0.6024,33,0,9,1
61,158235,45814,36,0.1567,1,1,1,3,1,0.008,0.0093,18,4,15,1
39,38529,318737,18,0.1106,2,5,0,9,8,0.4596,0.5104,39,1,1,0
36,201812,57738,24,0.2686,1,6,1,1,0,0.0119,0.0151,40,4,0,1
25,261054,170965,1,0.2578,0,4,1,7,5,0.6549,0.8237,18,3,0,1
27,149971,226960,1,0.1761,0,7,0,3,1,1.5134,1.7799,24,2,1,1
59,158630,72254,3,0.2568,2,2,0,8,7,0.1518,0.1908,30,3,1,0
43,118567,370274,12,0.1967,0,4,0,5,3,0.2602,0.3114,45,3,2,0
59,22529,70985,1,0.1589,2,9,1,2,0,3.1508,3.6516,34,3,0,1
26,256587,286287,36,0.2274,0,2,0,7,7,0.031,0.038,47,4,20,0
22,41452,345286,12,0.1551,0,5,0,0,0,0.6941,0.8018,44,4,2,0
24,48075,346258,6,0.2591,2,6,1,4,2,1.2004,1.5114,45,3,5,1
54,92255,232576,24,0.1466,1,6,0,3,2,0.105,0.1204,13,4,1,0
64,242911,57711,6,0.1802,0,6,0,7,6,0.0396,0.0467,53,0,3,0
40,151654,82283,24,0.1178,1,2,1,4,3,0.0226,0.0253,33,1,10,0
55,173589,434894,1,0.1056,0,8,0,8,7,2.5053,2.7698,26,4,1,1
45,180138,11952,36,0.2464,2,2,0,5,4,0.0018,0.0023,32,0,22,0
52,19159,237807,36,0.2175,0,9,1,9,9,0.3448,0.4198,28,3,24,1
49,208537,334178,18,0.2056,1,8,0,4,2,0.089,0.1073,43,3,2,0
27,254653,445538,12,0.2297,2,4,1,6,6,0.1458,0.1793,43,0,1,0
31,167403,369577,36,0.2493,2,6,1,2,0,0.0613,0.0766,51,2,31,1
18,267976,187811,12,0.1499,0,1,0,4,4,0.0584,0.0672,27,0,10,0
64,83770,234583,36,0.1967,0,9,1,5,5,0.0778,0.0931,39,4,36,1
28,197803,369314,18,0.2351,2,1,0,1,0,0.1037,0.1281,36,2,15,0
21,160586,221753,24,0.1518,0,5,1,8,6,0.0575,0.0663,27,1,6,0
54,50566,222002,6,0.1471,0,2,0,0,0,0.7317,0.8394,31,4,0,0
23,111315,238768,3,0.1421,0,4,0,2,1,0.715,0.8166,28,2,2,0
45,294164,172042,12,0.2563,0,3,0,3,3,0.0487,0.0612,36,2,12,0
34,286127,61035,3,0.2664,3,0,0,6,6,0.0711,0.09,58,4,3,1
38,48016,44353,36,0.1545,1,7,0,9,9,0.0257,0.0296,46,3,21,0
59,65731,107742,36,0.1638,0,1,0,3,2,0.0455,0.053,29,4,12,0
23,272127,478777,36,0.131,1,3,0,8,8,0.0489,0.0553,9,3,25,0
38,155542,132652,24,0.2065,1,5,0,4,2,0.0355,0.0429,56,2,8,0
39,252056,467090,18,0.2462,0,5,0,6,6,0.103,0.1283,38,4,8,0
27,251462,173950,36,0.2832,2,1,0,9,9,0.0192,0.0247,41,3,3,0
58,290199,67662,12,0.2519,0,8,0,7,6,0.0194,0.0243,46,1,1,0
21,57167,197889,6,0.1365,0,5,1,7,7,0.5769,0.6557,11,0,3,1
34,66379,59825,24,0.2599,2,7,1,8,8,0.0376,0.0473,26,2,2,0
37,166375,243974,36,0.2184,2,7,1,9,8,0.0407,0.0496,6,1,2,0
32,15538,131904,6,0.1748,0,9,0,2,0,1.4149,1.6622,19,2,3,1
43,141644,218308,3,0.2413,1,7,0,6,6,0.5137,0.6377,10,0,1,0
54,153158,447265,12,0.1908,0,7,1,2,0,0.2434,0.2898,6,4,4,1
39,162230,82113,1,0.1378,0,3,0,7,6,0.5062,0.5759,6,2,0,0
56,66333,469026,12,0.1498,0,1,0,3,1,0.5892,0.6775,42,2,12,1
24,222121,351446,24,0.1805,0,1,0,4,3,0.0659,0.0778,42,1,5,0
58,114368,103253,12,0.2301,3,9,0,4,2,0.0752,0.0925,41,0,0,0
33,246744,374054,24,0.2994,0,1,1,7,7,0.0632,0.0821,4,4,21,1
59,203703,226722,18,0.1763,1,3,1,1,0,0.0618,0.0727,36,3,11,1
40,130705,47960,1,0.122,0,8,0,5,4,0.3669,0.4117,3,3,0,0
20,30765,375943,24,0.222,0,2,1,2,0,0.5092,0.6222,52,3,23,1
22,84515,370206,24,0.1584,0,1,0,6,5,0.1825,0.2114,34,1,2,0
26,268642,205348,1,0.2899,0,4,0,1,1,0.7644,0.986,7,0,1,0
32,288932,476920,36,0.1466,2,9,0,7,7,0.0459,0.0526,37,2,6,0
43,133193,175361,6,0.2527,2,4,0,2,1,0.2194,0.2749,55,3,0,0
31,223289,181587,36,0.1994,1,9,0,0,0,0.0226,0.0271,42,3,33,0
59,25244,300412,24,0.2865,0,8,1,7,5,0.4958,0.6379,30,0,15,1
50,197359,235490,1,0.2121,2,9,1,9,9,1.1932,1.4463,41,2,1,1
43,128168,93547,36,0.1138,2,1,0,0,0,0.0203,0.0226,39,0,12,0
20,179068,291917,1,0.2233,0,6,0,1,1,1.6302,1.9943,50,0,1,1
37,123283,124314,24,0.1286,0,4,0,2,1,0.042,0.0474,37,4,18,0
36,40266,448612,1,0.1179,0,2,0,6,5,11.1412,12.4545,5,1,1,1
56,275623,253453,18,0.2637,1,6,0,0,0,0.0511,0.0646,26,1,14,0
22,278880,355461,36,0.2063,2,6,1,2,1,0.0354,0.0427,25,2,16,0
48,213280,201352,6,0.2834,1,8,0,1,0,0.1573,0.2019,9,0,1,0
37,46291,433406,24,0.1807,1,3,0,6,5,0.3901,0.4606,41,4,17,0
62,114419,256493,6,0.12,0,1,0,9,9,0.3736,0.4185,4,4,0,0
54,71283,37045,12,0.2614,1,0,1,1,0,0.0433,0.0546,30,2,2,1
61,176615,359632,18,0.2551,1,8,1,8,6,0.1131,0.142,40,0,4,0
38,81484,270605,12,0.2471,2,7,0,1,1,0.2767,0.3451,20,0,4,0
34,39354,142734,18,0.1578,0,4,0,2,2,0.2015,0.2333,14,4,6,0
26,261967,11947,6,0.1725,0,5,0,8,6,0.0076,0.0089,47,1,4,0
36,239271,198384,24,0.2367,2,3,0,2,0,0.0345,0.0427,12,1,12,0
53,77315,222192,18,0.1857,3,6,0,1,1,0.1597,0.1893,58,2,9,0
62,152147,272851,1,0.1828,1,3,0,3,1,1.7933,2.1212,35,1,0,1
62,212847,162422,1,0.2447,1,9,0,0,0,0.7631,0.9498,33,0,0,0
35,7866,111014,12,0.1851,2,5,1,8,7,1.1761,1.3938,19,4,4,1
48,274520,492071,36,0.157,0,3,0,3,2,0.0498,0.0576,45,1,3,0
33,144234,389588,18,0.1939,0,5,0,9,7,0.1501,0.1792,27,2,13,0
34,145361,20701,18,0.1006,3,9,0,0,0,0.0079,0.0087,32,2,4,0
42,131548,393878,36,0.2551,0,1,0,7,5,0.0832,0.1044,25,3,29,0
41,99113,222677,12,0.1126,3,9,0,2,2,0.1872,0.2083,9,2,5,0
33,243081,193865,3,0.1773,1,2,0,0,0,0.2658,0.313,58,3,3,0
59,19879,470594,3,0.2096,3,8,0,2,2,7.891,9.545,18,0,3,1
43,19383,121914,3,0.2059,2,3,0,1,0,2.0966,2.5283,19,4,1,1
50,205016,168618,18,0.1629,2,1,0,7,6,0.0457,0.0531,44,0,10,0
55,37489,410722,18,0.1719,1,8,1,4,3,0.6087,0.7133,20,2,2,1
41,98497,88833,18,0.2805,3,4,0,7,5,0.0501,0.0642,29,0,12,0
20,203164,85864,12,0.1893,0,1,0,7,5,0.0352,0.0419,20,0,9,0
41,197461,27978,24,0.1848,3,3,0,3,1,0.0059,0.007,30,4,14,1
47,236541,161965,12,0.1934,1,9,1,0,0,0.0571,0.0681,23,2,7,0
25,181268,273032,12,0.1546,1,0,1,6,6,0.1255,0.1449,47,3,10,1
35,6796,80912,18,0.158,2,3,0,5,4,0.6614,0.7659,4,2,11,1
22,92062,57445,18,0.1589,0,4,1,9,9,0.0347,0.0402,40,1,10,0
64,9718,181763,3,0.2708,1,0,0,5,5,6.2346,7.9231,19,4,2,1
27,82310,253212,36,0.1619,1,3,0,8,6,0.0855,0.0993,29,3,13,0
23,99928,161103,3,0.2419,1,1,1,4,4,0.5374,0.6674,40,2,1,1
26,139349,186011,3,0.256,1,2,0,2,2,0.445,0.5588,14,1,3,0
23,295719,44915,36,0.2329,0,6,1,2,2,0.0042,0.0052,7,2,16,0
47,111029,30184,18,0.129,1,3,0,4,2,0.0151,0.0171,35,2,15,0
62,139294,419524,24,0.1417,0,4,0,7,5,0.1255,0.1433,25,3,10,0
53,218514,170305,24,0.1683,0,4,0,3,2,0.0325,0.0379,42,4,1,0
32,151993,57854,24,0.1698,0,1,0,6,6,0.0159,0.0186,39,1,0,0
27,192919,92122,18,0.2185,0,0,0,2,1,0.0265,0.0323,52,2,8,0
34,245971,440766,24,0.1987,3,5,0,1,0,0.0747,0.0895,37,2,2,0
62,166471,431736,24,0.2703,0,6,0,3,1,0.1081,0.1373,50,2,12,0
24,192236,210686,1,0.243,2,3,0,2,2,1.096,1.3623,34,0,0,0
37,222681,276544,6,0.1662,1,6,1,7,6,0.207,0.2414,49,4,0,1
38,199235,359055,12,0.193,1,9,0,4,3,0.1502,0.1792,51,3,0,0
26,205363,241032,18,0.1797,2,6,1,0,0,0.0652,0.0769,21,4,8,1
27,246146,151324,18,0.1049,1,1,0,6,6,0.0342,0.0377,19,0,4,0
20,177442,245530,36,0.1585,1,1,1,9,9,0.0384,0.0445,26,0,14,0
45,277430,75169,6,0.1551,0,7,0,3,2,0.0452,0.0522,4,3,2,0
62,125719,186779,3,0.1847,1,2,0,0,0,0.4952,0.5867,45,0,2,0
27,261488,354749,3,0.1506,1,1,0,4,4,0.4522,0.5203,31,1,0,0
53,269416,380865,3,0.2968,2,0,0,4,2,0.4712,0.6111,38,2,1,0
24,9420,145748,12,0.2182,0,6,0,5,4,1.2893,1.5706,45,4,5,1
45,291100,208012,12,0.2433,0,2,0,0,0,0.0595,0.074,3,1,7,0
55,222934,39508,3,0.2019,1,2,1,0,0,0.0591,0.071,46,1,2,0
22,111284,85093,36,0.2994,2,9,0,9,7,0.0212,0.0276,31,4,35,0
56,229146,316372,6,0.2544,0,1,0,1,0,0.2301,0.2887,55,3,4,0
38,43965,235168,1,0.176,0,7,0,4,3,5.349,6.2904,20,0,0,0
64,162315,408124,3,0.165,2,3,0,1,0,0.8381,0.9764,38,0,3,1
22,70436,486441,1,0.2256,1,3,0,5,4,6.9061,8.4644,6,0,1,1
55,102891,350017,18,0.2475,2,4,0,8,7,0.189,0.2358,49,3,16,0
60,279885,358682,1,0.2121,1,1,1,1,0,1.2815,1.5534,22,3,1,1
51,62210,371913,12,0.2574,0,1,0,1,0,0.4982,0.6264,49,4,9,1
36,291945,86672,3,0.1228,2,8,0,1,0,0.099,0.1111,57,4,0,0
61,208806,450593,3,0.2472,1,1,0,7,7,0.7193,0.8971,18,1,3,0
44,95571,154225,24,0.2897,0,7,0,0,0,0.0672,0.0867,13,0,7,0
46,140138,298502,24,0.172,2,1,1,9,8,0.0888,0.104,25,3,23,1
43,24307,222388,36,0.2504,2,0,0,6,6,0.2541,0.3178,27,1,16,0
51,9473,100042,3,0.2046,0,0,1,1,0,3.5203,4.2404,48,3,2,1
43,142976,390912,1,0.1455,1,8,0,4,2,2.7341,3.1318,11,4,0,0
22,159700,326399,12,0.1006,2,5,0,2,1,0.1703,0.1875,54,0,6,0
45,106150,262372,1,0.2783,1,3,1,2,2,2.4717,3.1595,37,4,0,1
23,106425,255180,3,0.114,1,1,0,6,4,0.7992,0.8904,5,2,3,1
56,284479,396589,36,0.1218,1,4,1,1,0,0.0387,0.0434,23,1,8,0
33,236086,247835,6,0.1196,0,0,0,2,1,0.175,0.1959,16,0,6,0
27,160964,309114,24,0.1982,1,7,0,1,1,0.08,0.0959,16,3,0,0
28,204332,443145,3,0.2151,0,1,0,2,0,0.7229,0.8784,38,4,3,1
47,46048,426987,24,0.1739,1,1,0,9,8,0.3864,0.4535,31,0,10,0
45,65176,359974,1,0.2953,0,9,0,5,4,5.5231,7.1541,19,4,1,1
35,297084,286298,3,0.1425,0,4,1,9,9,0.3212,0.367,47,2,1,0
36,202381,67151,12,0.1883,2,7,1,9,7,0.0277,0.0329,43,4,2,1
35,167004,18874,24,0.2457,2,9,0,1,0,0.0047,0.0059,26,4,5,0
52,232686,233584,12,0.2622,0,3,0,0,0,0.0837,0.1056,16,3,8,0
39,280462,201896,6,0.2887,3,9,1,7,6,0.12,0.1546,11,2,4,1
51,161504,461853,36,0.1781,1,3,0,9,9,0.0794,0.0936,43,3,34,0
