age,monthly_income,loan_amount,repayment_period,credit_history,debt_to_income_ratio,past_default_flag,previous_loan_count,on_time_repayment_count,fraud_score,recent_application_count,kyc_face_verified,ocr_id_verified,id_reuse_flag,approved
33,146590,401563,3,4,0.9131,0,8,6,0.037,2,0,1,0,0
49,6225,348664,24,6,2.3338,0,2,0,0.0615,4,1,1,0,0
39,113912,175169,36,4,0.0427,0,9,9,0.0153,2,1,1,0,1
46,117489,351707,1,1,2.9935,0,6,6,0.3086,3,1,1,0,0
39,92001,346277,12,7,0.3137,1,1,0,0.033,1,1,1,0,1
60,139269,319643,12,8,0.1913,1,9,8,0.104,3,1,1,0,1
20,91757,15072,12,1,0.0137,0,3,3,0.1319,4,1,1,0,1
27,514,275170,18,1,29.7417,0,9,7,0.3624,4,1,0,0,0
59,148407,233467,18,3,0.0874,1,2,1,0.1648,0,1,1,0,0
38,214225,53832,36,7,0.007,1,0,0,0.3569,4,1,1,0,1
33,4525,387703,24,4,3.57,0,9,7,0.1099,4,1,1,0,0
29,139541,304110,1,4,2.1794,0,5,4,0.1787,3,1,1,0,0
19,23083,32041,24,6,0.0578,0,4,3,0.1492,3,1,1,0,1
58,48167,359667,6,3,1.2445,1,5,3,0.336,4,1,1,0,0
41,8882,201106,1,8,22.642,1,0,0,0.2726,3,1,0,0,0
52,104766,426472,6,3,0.6785,0,7,5,0.0322,3,1,1,0,1
47,21613,146977,1,7,6.8004,0,3,1,0.1518,4,1,1,0,0
47,121927,104810,18,2,0.0478,0,6,5,0.29,1,1,1,0,1
64,31386,222447,12,5,0.5906,0,7,5,0.2004,4,1,1,0,0
52,14679,330817,3,0,7.5123,0,2,0,0.2389,2,1,0,1,0
36,37068,123343,36,6,0.0924,0,3,3,0.175,3,1,1,0,1
25,49585,213554,1,6,4.3068,0,8,6,0.2583,0,0,1,0,0
43,12131,353188,1,1,29.1145,1,8,7,0.2356,4,1,0,0,0
57,100237,55100,36,4,0.0153,0,6,4,0.3726,1,0,1,0,0
24,84607,344300,3,3,1.3565,0,2,1,0.1661,1,1,1,0,0
47,76340,343503,36,9,0.125,1,3,3,0.0446,3,1,1,0,1
24,94199,103169,1,8,1.0952,0,6,5,0.0727,4,1,1,0,0
20,119222,465212,36,1,0.1084,0,5,3,0.1102,4,1,0,0,0
18,9011,383280,12,2,3.5446,0,5,4,0.3383,2,1,1,0,0
53,37102,103800,24,0,0.1166,1,3,3,0.1431,4,1,1,0,0
42,42407,120140,3,9,0.9443,1,9,9,0.1972,2,1,1,0,0
54,54606,433882,3,4,2.6486,0,7,7,0.1025,1,1,1,0,0
18,65775,363994,12,2,0.4612,0,8,7,0.0371,4,1,1,0,1
32,138204,497449,12,3,0.2999,1,9,8,0.3227,3,1,1,0,1
54,100846,210330,3,3,0.6952,0,6,5,0.2263,2,0,1,0,0
30,12268,91230,12,5,0.6197,0,7,7,0.277,2,1,1,0,0
57,18515,335894,24,9,0.7559,0,9,8,0.1711,3,0,1,0,0
25,108578,229519,12,6,0.1762,0,1,1,0.1354,0,1,0,0,1
22,38088,145382,24,6,0.159,0,3,3,0.0169,3,1,0,0,1
26,10440,101699,12,7,0.8118,0,2,0,0.1733,2,1,1,1,0
18,120921,90591,3,2,0.2497,0,5,3,0.2055,3,0,0,0,0
53,431193,212482,1,4,0.4928,1,1,1,0.2815,2,1,1,0,1
52,55382,422159,6,9,1.2704,0,6,6,0.0313,0,1,0,0,1
19,14217,260584,3,5,6.1097,0,7,7,0.0672,4,0,1,0,0
57,357905,163989,36,5,0.0127,0,3,1,0.0301,1,1,0,0,1
40,271914,186738,6,7,0.1145,0,7,7,0.1455,0,0,1,0,1
26,32352,133774,12,4,0.3446,1,7,5,0.1396,4,1,1,0,0
51,141788,58873,12,4,0.0346,1,2,0,0.1645,3,1,1,0,0
63,54696,414274,1,0,7.5741,1,0,0,0.2682,2,1,1,0,0
31,22991,435478,12,0,1.5784,1,2,1,0.1754,0,1,0,0,0
21,83040,277681,36,5,0.0929,1,9,8,0.0478,3,0,1,0,0
47,101,472011,6,9,778.896,0,0,0,0.1598,4,1,0,0,0
48,4674,82428,3,9,5.8785,0,1,1,0.1341,1,1,1,0,0
55,130957,414851,3,4,1.0559,0,7,6,0.0227,0,1,1,0,1
28,49553,29544,36,9,0.0166,0,3,1,0.194,1,1,1,0,1
52,36239,328693,24,5,0.3779,0,8,8,0.1222,3,0,1,0,0
25,101366,122875,1,8,1.2122,0,6,5,0.1516,4,1,1,0,0
20,25246,315099,36,7,0.3467,0,2,0,0.1188,0,0,1,0,0
31,108368,247648,6,6,0.3809,0,0,0,0.2484,4,1,0,0,0
30,165227,111024,12,6,0.056,0,0,0,0.1403,2,0,1,0,1
62,149158,431524,18,5,0.1607,0,0,0,0.0687,4,1,0,0,1
49,126469,205698,1,5,1.6265,1,9,8,0.0202,4,1,0,0,0
51,111434,265313,1,0,2.3809,0,2,0,0.1403,4,1,0,0,0
62,68848,373208,18,6,0.3012,1,4,2,0.0649,0,1,1,0,1
36,39935,273567,36,4,0.1903,1,7,6,0.3162,0,1,1,0,1
55,10460,174875,3,6,5.5728,0,7,7,0.1844,0,1,1,0,0
33,64467,250411,24,5,0.1618,0,1,1,0.138,1,1,1,0,1
19,71550,94988,3,7,0.4425,0,8,8,0.1412,3,0,1,0,0
57,91955,271161,3,2,0.9829,0,8,6,0.4553,3,0,1,0,0
34,78585,437894,18,7,0.3096,0,6,5,0.1959,4,1,1,0,1
51,5362,451608,12,6,7.0186,0,9,9,0.1138,1,1,1,0,0
59,81470,33948,12,0,0.0347,0,4,3,0.2004,3,1,1,0,1
33,366758,92529,24,2,0.0105,0,4,4,0.4883,0,1,1,0,1
55,94552,364912,24,9,0.1608,1,7,7,0.1408,2,1,1,0,1
19,8638,340291,6,3,6.5658,0,7,6,0.1188,2,1,1,0,0
19,8650,33219,6,8,0.6401,0,4,3,0.1555,3,1,1,0,0
43,255328,162932,3,5,0.2127,0,5,4,0.1862,1,1,1,0,1
30,96257,378361,18,6,0.2184,0,5,4,0.4465,3,1,1,0,1
64,69049,252531,24,4,0.1524,0,5,5,0.0543,0,0,1,0,1
48,58614,153135,1,2,2.6126,0,4,3,0.044,1,0,1,0,0
51,16010,441790,12,4,2.2996,0,8,6,0.0652,2,0,1,0,0
56,319309,342745,36,6,0.0298,0,0,0,0.0578,4,1,1,0,1
20,214042,418540,18,8,0.1086,0,9,7,0.0252,0,1,1,0,1
25,79512,198894,24,8,0.1042,1,2,2,0.2403,1,1,1,0,1
40,4485,101494,6,7,3.7716,0,6,6,0.2314,4,1,1,0,0
31,30991,173738,24,4,0.2336,0,8,6,0.0795,0,1,1,0,1
44,112686,110713,12,6,0.0819,0,1,1,0.049,2,1,0,0,1
46,165153,288013,24,3,0.0727,0,3,1,0.1447,1,1,1,0,1
56,130761,248321,12,9,0.1583,0,7,7,0.2339,3,1,1,0,1
56,65304,334308,18,4,0.2844,0,4,3,0.2003,1,0,1,0,1
18,154714,30093,24,3,0.0081,0,7,7,0.056,1,1,0,0,1
34,83103,440866,24,2,0.221,1,1,0,0.0345,0,1,1,0,0
58,122535,380443,6,0,0.5175,0,7,6,0.0978,3,1,1,0,0
47,59906,253320,18,4,0.2349,0,5,4,0.0911,2,1,1,0,1
30,156471,460412,1,1,2.9425,0,4,3,0.1207,4,0,1,0,0
38,109978,442232,12,5,0.3351,0,1,0,0.142,2,1,0,0,1
36,92940,151634,36,4,0.0453,0,6,6,0.0441,3,0,1,1,0
36,2334,69925,36,1,0.8322,0,0,0,0.2078,4,0,1,0,0
42,767,240674,18,7,17.4326,0,5,4,0.3684,1,1,1,0,0
39,142838,102367,36,4,0.0199,0,2,0,0.2229,4,1,1,0,1
48,80994,56553,18,1,0.0388,0,5,3,0.4269,1,1,0,0,1
34,8184,58279,36,0,0.1978,0,0,0,0.0293,3,0,1,0,0
40,31066,36608,1,1,1.1784,1,0,0,0.3581,2,1,1,0,0
49,13372,61840,18,0,0.2569,0,1,0,0.1975,0,1,1,0,0
27,21304,11770,12,9,0.046,0,9,7,0.2027,4,1,0,0,1
27,57967,56461,36,9,0.0271,0,6,4,0.1049,0,1,1,0,1
53,93763,289771,3,2,1.0302,0,3,3,0.0157,0,0,1,0,0
25,55462,269290,3,2,1.6185,0,3,3,0.0285,4,1,1,0,0
37,34864,351625,6,9,1.6809,0,3,3,0.1029,0,1,1,0,0
49,43120,322897,1,0,7.4883,0,4,2,0.1924,0,1,1,0,0
31,126023,353624,6,6,0.4677,0,1,1,0.1459,0,1,1,0,1
45,132771,315223,3,9,0.7914,0,6,5,0.1144,2,1,0,0,1
63,83036,380225,1,6,4.579,0,2,0,0.248,1,1,1,0,0
41,17589,59074,18,8,0.1866,0,2,2,0.0223,2,0,1,0,1
32,194185,345960,18,4,0.099,0,1,1,0.1326,2,1,0,0,1
39,192168,456723,12,3,0.1981,0,5,3,0.2189,1,0,1,0,0
47,299449,155323,24,4,0.0216,1,3,1,0.0505,1,1,1,0,1
21,7797,95771,3,7,4.0944,0,3,1,0.091,0,1,1,0,0
30,4161,426112,18,7,5.6892,0,7,6,0.0075,2,0,1,0,0
40,13821,171185,1,3,12.3859,0,1,1,0.0564,4,1,1,0,0
25,84535,185783,24,7,0.0916,1,6,5,0.0911,4,1,1,0,1
35,101570,276466,24,3,0.1134,0,1,1,0.2392,0,1,1,0,1
29,136315,8747,18,3,0.0036,1,5,3,0.0526,2,1,1,0,1
48,3247,257632,6,7,13.2241,0,4,4,0.0527,0,1,1,0,0
31,2944,380212,6,1,21.5247,0,7,5,0.1665,2,1,0,0,0
51,10794,360892,6,3,5.5724,1,5,5,0.1333,0,1,1,1,0
35,78944,115702,24,0,0.0611,1,6,5,0.0343,1,1,1,0,1
51,3,241696,6,0,13427.5556,0,5,5,0.1118,4,0,0,0,0
28,141794,59697,6,7,0.0702,0,7,5,0.0533,0,0,1,1,0
58,87123,36903,24,3,0.0176,0,1,0,0.2473,2,1,1,0,1
29,37880,199885,12,5,0.4397,0,6,5,0.3081,4,1,1,0,1
32,102829,435186,6,4,0.7054,1,4,4,0.2673,0,1,1,0,1
48,65423,199264,12,9,0.2538,0,8,8,0.1236,3,1,1,0,1
46,68205,305351,12,5,0.3731,0,8,7,0.1863,4,1,1,0,1
43,39152,375496,18,3,0.5328,0,7,7,0.0298,3,1,0,0,0
35,111870,51812,24,3,0.0193,0,7,5,0.0586,2,1,1,0,1
49,8349,426619,1,6,51.0982,0,3,1,0.1191,1,1,1,0,0
39,62325,35531,6,0,0.095,0,7,7,0.2061,1,1,1,0,1
55,84192,255493,1,8,3.0346,0,1,0,0.1615,2,1,1,0,0
34,209563,458225,3,9,0.7289,1,4,4,0.3569,3,0,1,0,0
40,5706,147485,12,2,2.1539,0,3,2,0.2109,1,1,1,0,0
41,143514,172705,36,3,0.0334,0,4,3,0.1346,1,1,0,0,1
25,199309,252598,3,8,0.4225,0,4,2,0.0675,3,1,1,0,1
58,19983,204518,12,4,0.8529,0,4,4,0.0949,0,1,1,1,0
23,64029,61032,6,3,0.1589,0,6,5,0.081,1,1,1,0,1
22,49815,429601,3,5,2.8746,1,0,0,0.2495,1,1,1,0,0
61,13549,102058,24,0,0.3139,1,1,0,0.3034,0,1,1,0,0
46,132512,354184,18,9,0.1485,1,6,5,0.1787,3,1,1,0,1
45,174558,74637,3,0,0.1425,0,0,0,0.2132,3,1,1,0,1
28,2796,313722,12,4,9.3503,1,8,6,0.0859,0,1,1,0,0
18,11073,205675,24,4,0.7739,0,2,0,0.3001,1,1,1,0,0
60,123119,160307,12,8,0.1085,0,5,3,0.1057,0,1,1,0,1
36,6951,71744,1,0,10.3214,0,3,1,0.2908,2,1,1,0,0
26,97673,244553,36,2,0.0695,0,2,2,0.2961,0,1,0,0,1
44,38339,474680,36,2,0.3439,0,7,7,0.0897,4,1,1,0,1
51,147940,76961,3,3,0.1734,0,1,0,0.1258,3,1,1,0,1
61,129869,291629,18,6,0.1248,0,2,1,0.2285,1,0,1,0,1
21,88737,99059,6,6,0.1861,0,7,6,0.2457,1,1,1,0,1
53,118542,145254,1,9,1.2253,0,2,2,0.4587,2,1,0,0,0
35,108565,203830,3,4,0.6258,1,7,7,0.0525,1,1,1,0,1
32,140019,15480,1,8,0.1106,1,6,6,0.1742,2,1,1,0,1
30,134530,189032,3,6,0.4684,0,1,0,0.1028,2,0,1,0,0
36,148236,183285,36,1,0.0343,0,0,0,0.2378,3,1,1,0,1
23,217949,64094,6,2,0.049,0,0,0,0.037,2,1,1,0,1
29,144068,177129,6,6,0.2049,0,1,1,0.3315,3,1,1,0,1
54,94624,232939,36,4,0.0684,1,6,6,0.3375,2,1,1,0,1
34,17821,364251,18,6,1.1355,0,8,8,0.0839,0,1,1,0,1
40,104666,105513,1,8,1.0081,1,6,6,0.1007,3,1,1,0,0
43,61454,298205,18,8,0.2696,0,2,0,0.451,4,1,1,0,1
46,119273,346689,3,2,0.9689,0,7,6,0.2822,0,1,1,0,1
50,8135,278933,6,7,5.7147,1,7,5,0.0849,2,1,1,0,0
44,186583,121497,6,5,0.1085,0,8,7,0.2063,4,1,1,0,1
42,31148,362019,12,3,0.9685,0,8,6,0.1632,3,1,1,0,0
27,101545,237775,12,3,0.1951,1,8,7,0.1937,4,1,1,0,1
64,13980,423323,36,3,0.8411,0,3,1,0.0516,4,1,0,0,0
40,99224,27287,18,6,0.0153,0,9,8,0.1098,2,1,1,0,1
38,81189,278158,1,5,3.4261,0,3,1,0.1584,0,1,1,0,0
38,359509,402790,36,1,0.0311,1,1,0,0.1093,4,0,1,0,0
60,43776,432813,3,4,3.2957,0,7,7,0.2779,0,0,1,0,0
30,162672,18467,18,4,0.0063,1,1,0,0.1964,4,1,1,0,0
54,104379,437693,6,5,0.6989,0,2,1,0.0415,3,1,1,0,1
50,36053,350594,6,6,1.6207,0,8,6,0.1652,2,0,1,0,0
41,198541,186426,6,7,0.1565,0,1,1,0.2321,4,1,1,0,1
61,132545,78897,3,9,0.1984,0,0,0,0.0498,2,0,1,1,0
28,85185,383262,36,7,0.125,0,4,3,0.0322,0,1,1,0,1
34,135169,197037,18,4,0.081,1,6,5,0.3698,4,1,1,0,0
21,31285,86417,3,1,0.9208,0,3,2,0.0699,3,0,0,1,0
64,8136,285024,24,9,1.4597,1,3,2,0.1214,1,1,1,0,0
42,23668,258266,6,7,1.8187,0,2,0,0.1528,0,1,0,0,0
47,358424,120618,12,5,0.028,0,5,5,0.1396,2,1,1,0,1
26,103876,421467,18,2,0.2254,0,7,6,0.0274,0,0,1,0,1
38,110561,315690,12,3,0.2379,0,1,0,0.0476,3,1,1,0,1
37,78856,387227,18,0,0.2728,0,5,3,0.4434,2,1,1,0,1
36,16607,378605,36,2,0.6333,0,7,5,0.3328,2,1,1,0,0
36,9517,307160,6,3,5.3791,1,0,0,0.146,2,1,1,0,0
29,59941,421105,12,1,0.5854,0,3,1,0.0533,1,0,1,1,0
54,86930,495117,12,5,0.4746,0,0,0,0.3337,1,1,1,0,0
59,124588,289123,18,7,0.1289,1,3,2,0.1295,2,1,0,0,1
34,170509,324660,24,5,0.0793,1,8,8,0.3274,1,1,1,0,1
54,26154,49741,24,9,0.0792,1,5,5,0.0126,2,1,1,0,1
56,140542,459251,12,2,0.2723,1,5,5,0.3251,3,1,1,0,0
45,103529,320277,12,8,0.2578,0,4,4,0.1299,2,0,1,0,1
58,7888,276504,36,3,0.9737,1,2,0,0.2538,1,1,1,1,0
52,52693,492354,6,5,1.5573,0,1,0,0.5939,3,0,1,0,0
64,9935,330083,18,3,1.8458,1,8,6,0.0957,3,1,1,0,0
35,34003,299232,18,3,0.4889,0,8,6,0.0099,1,0,1,0,0
31,54491,237615,1,1,4.3606,1,6,4,0.3306,2,1,1,0,0
52,405230,343462,18,9,0.0471,0,1,0,0.0565,1,1,1,0,1
61,31905,499169,6,1,2.6076,0,3,1,0.0572,0,1,1,0,0
58,544,408236,12,1,62.5362,0,7,5,0.2458,1,0,1,0,0
24,108877,401636,36,1,0.1025,1,9,9,0.1269,3,1,1,0,0
58,130936,90059,1,7,0.6878,0,5,4,0.1924,2,1,1,0,1
30,81538,296781,36,9,0.1011,1,4,4,0.0032,4,0,1,0,0
35,119570,171282,36,3,0.0398,0,9,7,0.6229,2,1,1,0,1
54,8176,294597,12,3,3.0027,0,1,0,0.0664,3,1,1,0,0
30,136132,141347,18,9,0.0577,0,0,0,0.3087,2,1,1,0,1
53,73035,162124,3,9,0.7399,0,0,0,0.3329,3,1,1,0,0
48,26330,228669,12,2,0.7237,0,0,0,0.1124,4,1,1,0,0
19,8852,165813,24,4,0.7805,0,5,3,0.0871,1,1,1,0,0
33,98537,425829,18,3,0.2401,0,3,3,0.1745,0,0,0,0,1
26,105561,354481,24,6,0.1399,0,8,8,0.4164,2,1,1,0,1
26,28615,240370,6,9,1.4,0,8,6,0.0146,4,1,1,0,0
55,289024,49162,24,6,0.0071,1,2,1,0.0078,2,0,1,0,1
28,38289,227838,18,5,0.3306,0,5,4,0.0005,0,1,0,0,1
39,48087,295343,1,6,6.1418,0,5,5,0.1979,0,1,1,0,0
50,90952,18572,24,6,0.0085,0,9,9,0.0761,0,1,0,0,1
53,63093,399363,3,7,2.1099,1,9,8,0.0211,4,1,1,0,0
62,135648,266587,36,0,0.0546,0,0,0,0.233,0,1,1,0,1
40,163024,242502,3,2,0.4958,0,8,6,0.1816,0,1,1,0,1
62,105693,95521,3,2,0.3013,0,3,1,0.1449,0,1,0,0,1
62,1757,72220,24,4,1.7127,1,5,3,0.0964,0,1,1,0,0
51,10156,276739,6,9,4.5415,0,9,7,0.1302,4,1,1,0,0
26,16826,67857,3,6,1.3443,0,7,7,0.106,2,1,1,1,0
41,48050,277954,12,9,0.4821,0,0,0,0.0976,4,0,1,0,0
25,112799,248783,36,5,0.0613,1,7,5,0.2804,4,0,1,0,0
24,146016,138812,6,3,0.1584,0,5,3,0.1281,0,0,1,0,1
53,103257,33712,18,5,0.0181,0,0,0,0.0465,1,1,1,0,1
35,147745,6468,1,6,0.0438,0,8,7,0.0863,2,1,1,0,1
20,101402,390755,6,3,0.6423,1,8,6,0.0426,2,1,1,0,0
45,5716,130468,36,7,0.634,0,9,9,0.1341,1,1,1,1,0
23,52664,342198,36,4,0.1805,0,7,5,0.0339,2,1,0,0,1
61,133212,275848,1,2,2.0707,0,6,5,0.3809,0,1,1,0,0
61,154468,66974,6,1,0.0723,0,0,0,0.0146,0,1,1,0,0
38,95469,66700,18,0,0.0388,0,0,0,0.1432,0,0,1,0,0
45,90276,399894,1,3,4.4297,0,7,7,0.0328,0,0,1,0,0
57,12334,130443,36,1,0.2938,1,9,8,0.0413,3,1,1,0,0
18,104996,328026,6,2,0.5207,0,7,7,0.1168,0,1,1,0,1
53,254572,189059,36,0,0.0206,0,0,0,0.1596,3,1,1,0,1
38,9751,168177,1,5,17.2472,1,7,7,0.2376,2,0,1,0,0
60,15037,364798,3,3,8.0867,0,7,6,0.0469,2,1,1,0,0
52,119294,149443,36,4,0.0348,0,9,8,0.0556,3,1,1,0,1
30,73121,298441,3,7,1.3605,0,9,8,0.1323,2,1,1,0,1
27,131761,218604,24,3,0.0691,1,2,1,0.1408,4,0,0,0,0
61,63503,291897,3,5,1.5322,1,0,0,0.12,1,1,1,0,0
64,246995,373854,12,2,0.1261,0,2,1,0.3194,4,0,1,0,0
27,8367,86765,3,7,3.4566,0,7,6,0.1003,3,1,1,1,0
63,6828,399972,3,2,19.5261,0,7,6,0.2339,1,1,1,0,0
30,111171,435089,18,6,0.2174,1,6,5,0.1216,3,1,1,0,1
54,1002,61630,1,6,61.507,0,1,0,0.1393,0,1,1,0,0
55,440722,156675,1,2,0.3555,1,4,3,0.0209,1,1,1,0,0
41,172515,240592,3,2,0.4649,0,9,7,0.2802,3,1,1,0,1
19,26823,155380,1,9,5.7928,0,7,6,0.2302,0,1,1,0,0
39,342654,103897,6,9,0.0505,0,2,1,0.1799,2,1,1,0,1
34,79123,294400,24,7,0.155,0,5,4,0.1972,3,1,1,0,1
53,124369,318958,36,2,0.0712,1,1,0,0.3021,1,1,1,0,0
31,33852,296105,3,1,2.9157,1,7,5,0.1834,2,1,1,1,0
27,45535,484919,24,4,0.4437,0,8,7,0.2291,3,1,1,0,1
52,148148,183713,3,6,0.4134,0,0,0,0.011,3,1,1,0,1
42,11384,158505,12,7,1.1603,0,3,1,0.1884,2,1,1,0,0
20,112913,30731,24,0,0.0113,1,5,4,0.0866,0,1,1,0,1
64,62086,7401,6,1,0.0199,1,1,0,0.1723,1,1,1,0,0
55,55262,123992,3,6,0.7479,0,5,3,0.2403,0,1,0,0,1
34,33649,387341,3,8,3.8371,0,6,4,0.2313,1,1,1,0,0
29,45284,101041,1,2,2.2313,0,5,3,0.0302,2,1,1,0,0
41,105627,150517,3,7,0.475,1,9,8,0.1563,0,1,1,0,1
46,170643,469634,24,9,0.1147,0,9,7,0.4437,4,0,1,0,0
60,56516,324156,24,2,0.239,1,7,6,0.1417,4,0,1,1,0
42,122163,466035,3,3,1.2716,1,4,4,0.0246,3,1,0,0,0
53,30015,158042,3,1,1.7551,0,2,2,0.3629,0,1,1,0,0
43,106104,194962,3,8,0.6125,1,1,0,0.1459,3,1,1,0,0
55,129412,405576,12,4,0.2612,0,1,0,0.0673,0,1,1,0,1
18,2811,250319,6,4,14.8416,0,1,0,0.017,1,1,1,0,0
37,32236,186685,36,3,0.1609,1,9,8,0.3005,1,1,0,0,0
45,164182,327501,24,4,0.0831,0,4,3,0.3327,2,1,1,0,1
33,144516,33235,12,0,0.0192,0,9,7,0.2091,4,1,1,0,1
64,149718,344539,36,9,0.0639,0,3,2,0.1099,4,1,1,0,1
34,1902,467351,1,9,245.7156,0,1,1,0.1839,2,0,1,0,0
57,62728,11428,18,5,0.0101,1,4,3,0.0056,2,1,1,0,1
45,29878,179257,3,3,1.9999,1,6,4,0.1295,2,0,0,0,0
29,90565,463635,24,3,0.2133,0,4,3,0.2327,2,1,1,0,1
44,24145,348315,36,4,0.4007,0,7,6,0.1153,0,1,1,0,1
59,425983,169893,1,0,0.3988,0,5,4,0.1743,2,0,1,0,0
64,143724,180073,24,3,0.0522,0,8,8,0.2348,3,1,1,0,1
47,17802,340804,18,9,1.0636,0,9,7,0.1557,2,1,1,0,0
58,39119,217006,36,2,0.1541,0,4,4,0.0259,0,1,1,0,1
51,78560,487814,3,4,2.0698,0,7,7,0.1175,4,1,1,0,0
54,8399,493648,24,9,2.4489,0,5,3,0.1165,4,0,0,0,0
23,184702,114020,3,4,0.2058,1,6,4,0.0447,4,1,1,0,0
24,86641,40633,18,7,0.0261,0,7,7,0.0826,0,1,1,0,1
49,66712,220464,12,0,0.2754,0,3,3,0.0667,2,1,0,0,1
49,141727,123104,36,2,0.0241,0,3,2,0.0894,1,1,1,0,1
42,196824,277551,18,4,0.0783,0,5,3,0.0673,4,0,1,0,1
50,130278,150152,18,2,0.064,0,1,1,0.0465,4,1,1,0,1
24,39512,74860,24,5,0.0789,1,8,7,0.0833,1,1,0,0,1
29,117077,270551,36,9,0.0642,1,7,7,0.0056,2,1,0,0,1
33,139290,434229,6,2,0.5196,0,1,1,0.0525,4,1,1,0,1
33,8698,300577,3,5,11.519,1,0,0,0.0523,2,1,0,0,0
60,132639,458164,36,7,0.096,0,9,9,0.0797,3,1,1,0,1
53,56762,5220,24,3,0.0038,0,3,1,0.0196,1,1,1,0,1
30,86152,456690,3,7,1.767,0,3,3,0.196,0,1,1,0,0
24,25960,340411,12,6,1.0927,0,1,0,0.2024,2,1,1,0,0
53,136789,385406,36,3,0.0783,0,4,2,0.2412,1,1,1,0,1
64,75421,470932,12,2,0.5203,1,2,0,0.2364,1,1,1,0,0
26,78600,23554,6,4,0.0499,0,2,1,0.0641,1,1,1,0,1
49,120092,210102,6,4,0.2916,0,9,7,0.5797,0,1,1,0,1
28,137994,78021,6,6,0.0942,0,2,1,0.1783,4,1,1,0,1
25,47628,66847,12,0,0.117,0,3,1,0.0216,3,1,0,0,0
50,136269,93541,18,8,0.0381,0,4,2,0.0288,4,0,1,0,1
40,31612,420577,24,1,0.5543,0,3,1,0.1289,2,1,1,0,1
42,56098,104738,3,8,0.6224,0,8,6,0.0057,1,0,1,0,1
25,36897,344247,3,8,3.11,0,3,3,0.2179,4,0,1,0,0
62,42949,148052,24,2,0.1436,0,6,6,0.2529,0,1,1,0,1
39,88537,259343,1,6,2.9292,0,9,9,0.12,0,1,1,0,0
21,68399,247161,12,2,0.3011,0,4,2,0.0538,3,1,1,0,1
57,65701,481690,12,7,0.611,0,9,9,0.1253,4,1,1,0,1
20,65511,313892,6,7,0.7986,0,8,6,0.0687,0,1,1,0,1
46,95664,197729,36,2,0.0574,0,8,6,0.0931,0,1,1,0,1
58,81513,34518,36,4,0.0118,0,7,6,0.1943,3,0,0,0,0
46,176501,50257,24,6,0.0119,0,5,4,0.3222,2,1,1,0,1
51,118550,270078,1,0,2.2782,0,5,4,0.1828,4,1,1,0,0
51,198501,337931,1,2,1.7024,1,1,0,0.2099,2,0,1,0,0
45,81046,358925,12,0,0.3691,1,6,5,0.1428,1,1,1,0,1
30,121918,78895,6,1,0.1079,0,8,7,0.2825,2,1,1,0,1
32,50200,407071,3,6,2.703,0,8,6,0.1237,0,0,1,1,0
40,2287,118926,6,6,8.6668,0,1,0,0.0565,0,1,1,0,0
61,106070,280772,3,2,0.8823,0,8,8,0.6276,2,1,1,0,0
43,73168,222259,36,5,0.0844,0,6,4,0.1815,2,0,1,0,1
21,63322,286393,12,5,0.3769,0,4,4,0.0503,1,1,1,0,1
43,85246,239577,6,1,0.4684,0,4,2,0.3759,1,1,1,0,1
57,158923,430266,1,8,2.7074,0,5,4,0.0135,4,1,1,1,0
26,97720,396491,24,7,0.1691,1,7,5,0.2116,0,0,1,0,0
22,74757,479944,18,1,0.3567,0,1,1,0.2775,4,1,1,0,1
49,136928,124332,1,3,0.908,0,2,0,0.1716,4,1,1,0,0
37,16238,1765,36,8,0.003,1,9,7,0.1499,2,1,0,0,0
28,345396,447950,24,3,0.054,0,6,5,0.314,0,1,1,0,1
32,20697,495235,3,6,7.976,1,2,0,0.0965,4,1,1,0,0
49,30064,84417,12,4,0.234,0,0,0,0.0594,2,1,1,0,1
45,157571,242300,6,9,0.2563,1,5,5,0.0596,3,1,1,0,1
39,117985,489253,36,5,0.1152,1,6,4,0.2965,1,1,1,0,1
58,157723,118526,36,0,0.0209,0,8,8,0.1363,2,1,1,0,1
34,39668,252796,12,3,0.5311,1,0,0,0.1576,2,0,1,0,0
43,92259,169906,12,4,0.1535,0,8,7,0.0714,4,1,1,0,1
61,84524,361937,3,5,1.4274,0,9,7,0.0836,2,1,1,0,1
24,8855,290143,12,5,2.7305,0,6,5,0.2497,2,0,1,0,0
59,9577,171214,6,4,2.9796,0,7,7,0.4028,4,0,1,0,0
43,162921,494455,36,2,0.0843,0,2,2,0.168,2,1,1,0,1
42,20397,233125,1,1,11.4294,0,4,3,0.0678,1,1,1,0,0
27,114925,110792,12,6,0.0803,1,2,0,0.0471,0,1,1,0,1
62,98481,259522,6,0,0.4392,0,6,5,0.068,4,1,1,0,1
36,61462,262696,6,4,0.7124,1,1,0,0.1288,3,1,0,0,0
28,16130,471635,3,3,9.7465,0,5,4,0.1132,3,1,1,0,0
30,3198,403511,12,6,10.5147,0,9,8,0.0653,0,1,1,0,0
25,29071,385644,36,1,0.3685,0,1,1,0.0533,1,1,1,0,1
57,100517,391829,3,7,1.2994,1,8,7,0.5023,2,1,1,0,0
21,125240,387623,1,8,3.095,1,5,4,0.0782,3,0,0,0,0
64,104688,356537,1,9,3.4057,0,4,4,0.0523,2,1,1,0,0
48,119713,368912,24,0,0.1284,0,5,5,0.0434,1,1,1,0,1
